NAME,TYPE,COST,STRENGTH,WEAKNESS,OPPORTUNITIES,THREATS,P_LOW,P_HIGH,YEARLY_LOW,YEARLY_HIGH
Supan Syntech Ltd.,Computers - Software Medium & Small,2.39,New 52 week High,Decline in Net Profit (QoQ),Positive breakout Third resistance ( LTP > R3) ,No Threat for this stock,2.39,2.39,1.90,2.39
Sunteck Realty Ltd.,Construction - Residential & Commercial Complexes,451.65,Growth in Net Profit with increasing Profit Margin (QoQ),Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,445.00,459.00,271.10,511.40
Sunstar Software Systems Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sunshield Chemicals Ltd.,Commodity Chemicals,945.10,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Highest Recovery from 52 Week Low ,No Threat for this stock,940.25,964.40,451.25,1040.00
Sunrise Asian Ltd.,Trading,2.21,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,2.21,2.21,2.21,2.63
Sunshine Capital Ltd.,Finance - NBFC,157.27,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,Red Flag: Large Swings Between Profit and Loss,157.27,157.27,18.40,177.85
Sunrise Efficient Marketing Ltd.,Trading,117.20,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,RSI indicating price strength ,No Threat for this stock,117.00,123.50,98.00,155.00
Sunstar Realty Development Ltd.,Construction - Residential & Commercial Complexes,0.19,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.19,0.19,0.19,0.67
Super Bakers (India) Ltd.,Other agriculture products,32.79,"Strong Momentum: Price above short, medium and long term moving averages","Rising other income, and low operating income",Highest Recovery from 52 Week Low ,No Threat for this stock,32.79,32.79,15.50,39.50
Sunrise Zinc Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sunlake Resorts and Hotels Ltd.,Hotels,0.57,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.57,0.57,0.57,3.44
Sunitee Chemicals Ltd.,Trading,0.20,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.20,0.20,0.19,0.22
Suniti Commercials Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sunrise Inv. Tra. Ltd.,Finance - Investments,0.00,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.00,0.00,5.52,6.10
Sunrise Oleochemicals Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sunita Tools Ltd.,Miscellaneous,270.15,Effectively using its capital to generate profit - RoCE improving in last 2 years,Companies with High Debt,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,266.10,275.00,116.50,324.40
Sunraj Diamond Exports Ltd.,Diamond  &  Jewellery,7.70,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,RSI indicating price strength ,No Threat for this stock,0.00,0.00,5.15,8.80
Sunrest Lifescience Ltd.,Hospital & Healthcare Services,,Effectively using its capital to generate profit - RoCE improving in last 2 years,Declining Net Cash Flow : Companies not able to generate net cash,RSI indicating price strength ,No Threat for this stock,71.95,71.95,57.40,84.00
Sunku Auto Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sungold Media & Entertainment Ltd.,Media & Entertainment,18.00,Company with No Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,No Opportunity for this stock,No Threat for this stock,18.00,18.00,3.50,39.30
Sunil Industries Ltd.,Textiles & Apparel,52.98,Effectively using its capital to generate profit - RoCE improving in last 2 years,Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,52.98,52.98,29.00,67.45
Sunil Healthcare Ltd.,Pharmaceuticals & Drugs,74.99,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,No Threat for this stock,72.50,74.99,45.65,85.60
Sunflow Metals Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sunil Hitech Engineers Ltd.,Infrastructure,0.38,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.38,0.38,0.38,3.76
Sunil Agro Foods Ltd.,Food Processing,234.00,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),No Opportunity for this stock,No Threat for this stock,228.00,249.70,126.30,271.00
Sungold Capital Ltd.,"Film Production, Distribution & Entertainment",3.33,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown Third Support (LTP < S3),No Opportunity for this stock,No Threat for this stock,3.33,3.67,1.85,3.67
Sundaram Multi Pap Ltd.,Paper & Forest Products,2.92,Effectively using its capital to generate profit - RoCE improving in last 2 years,Decline in Net Profit with falling Profit Margin (QoQ),Stock with Low PE (PE < = 10) ,No Threat for this stock,2.85,2.90,1.95,3.70
Sundram Fasteners Ltd.,Trading,"1,280.00","Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,No Threat for this stock,1252.35,1295.00,952.10,1340.70
Sungarner Energies Ltd.,Power Generation/Distribution,,Annual Net Profits improving for last 2 years,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,No Opportunity for this stock,No Threat for this stock,235.00,239.00,83.00,275.00
Sunflex Finance & Investments Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sunflag Iron and Steel Company Ltd.,Iron & Steel,227.00,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,221.15,228.50,124.30,248.80
Suncare Traders Ltd.,Laminates/Decoratives,1.23,Company with Low Debt,"Rising other income, and low operating income",Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,1.23,1.23,0.42,1.59
Sunday Exports Ltd.,Textiles - Synthetic & Silk,3.09,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,3.09,3.09,2.83,3.09
Sundaram-Clayton Ltd.,Miscellaneous,"1,572.25",Company with Zero Promoter Pledge,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,No Threat for this stock,1558.00,1594.40,5.00,1783.75
Sundaram Finance RE Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,13.25,14.45,,
Sun TV Network Ltd.,TV Broadcasting & Software Production,667.10,Company with No Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Brokers upgraded recommendation or target price in the past three months ,Red Flags: Firms linked to ongoing regulatory investigations/legal cases,665.85,673.00,393.80,734.90
Sun Star Chemicals Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sundaram Brake Linings Ltd.,Auto Ancillaries - Brakes,640.50,Strong cash generating ability from core business - Improving Cash Flow from operation for last 2 years,Red Flag: High Interest Payments Compared to Earnings,Highest Recovery from 52 Week Low ,No Threat for this stock,632.55,649.70,270.95,706.85
Suncity Synthetics Ltd.,Textiles & Apparel,10.56,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,10.56,10.56,5.24,12.15
Sundaram Finance Holdings Ltd.,Finance - Others,,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Positive Breakout Second Resistance  ( LTP > R2) ,No Threat for this stock,165.80,173.70,74.00,178.35
Sunbright Stock Broking Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sundaram Finance Ltd.,Finance - NBFC,"3,561.50",Company reducing Debt,MFs decreased their shareholding last quarter,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,3555.30,3627.80,2206.00,3865.00
Sun Pharma Advanced Research Company Ltd.,Biotechnology & Medical Research,383.30,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Highest Recovery from 52 Week Low ,No Threat for this stock,373.15,384.00,162.10,423.35
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals & Drugs,"1,334.50","Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Brokers upgraded recommendation or target price in the past three months ,Red Flags: Firms linked to ongoing regulatory investigations/legal cases,1330.00,1346.35,922.45,1346.35
Sun Source (India) Ltd.,Power Generation/Distribution,2.56,New 52 Week High,Low Piotroski Score : Companies with weak financials,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,2.56,2.56,1.70,2.56
Sun Granite Export Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sun Earth Ceramics Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sumura Maritime Traders Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sun Retail  Ltd.,Trading,0.92,Company with Low Debt,Low Piotroski Score : Companies with weak financials,Positive Breakout Second Resistance  ( LTP > R2) ,No Threat for this stock,0.90,0.92,0.41,1.14
Sumuka Agro Industries Ltd.,Paper & Forest Products,163.05,Company with high TTM EPS Growth,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Highest Recovery from 52 Week Low ,No Threat for this stock,163.05,170.80,64.20,183.75
Sun Polytron Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Suman Motels Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sumeet Machines Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sumeet Machines Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sulzer India Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Sumeru Industries Ltd.,Finance - Investment,2.24,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,2.24,2.24,1.08,2.24
Sumeet Industries Ltd.,Textiles & Apparel,4.17,Effectively using its capital to generate profit - RoCE improving in last 2 years,Promoters increased pledged shares QoQ,Highest Recovery from 52 Week Low ,No Threat for this stock,4.20,4.20,2.00,7.40
Sumex Chemicals Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Summit Securities Ltd.,Finance - NBFC,"1,295.90",Company with high TTM EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,No Threat for this stock,1255.15,1303.95,530.10,1508.00
Sumit Woods Ltd.,Construction - Real Estate,,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Highest Recovery from 52 Week Low ,No Threat for this stock,56.05,56.05,26.80,65.85
Sukhjit Starch and Chemicals Ltd.,Consumer Food,519.50,Growth in Net Profit with increasing Profit Margin (QoQ),Decline in Quarterly Net Profit with falling Profit Margin (YoY),No Opportunity for this stock,No Threat for this stock,511.10,524.30,360.30,597.90
Sumedha Fiscal Services Ltd.,Finance - Investment,53.00,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,50.44,54.40,35.99,77.45
